user_id,signup_month,last_active_month,status
51850,2023-04,2026-03,active
51851,2023-11,2024-08,active
51852,2024-07,2024-10,active
51853,2023-07,2024-09,active
51854,2023-05,2026-05,active
51855,2025-11,2026-02,active
51856,2024-04,2025-01,active
51857,2024-12,2025-12,active
51858,2024-10,2025-10,active
51859,2025-07,2025-10,active
51860,2025-07,2026-05,churned
51861,2024-01,2025-06,active
51862,2025-11,2025-11,active
51863,2024-04,2025-02,churned
51864,2025-11,2026-05,active
51865,2024-05,2025-02,active
51866,2023-05,2025-02,active
51867,2025-08,2026-02,active
51868,2023-02,2025-06,active
51869,2025-08,2026-04,active
51870,2023-02,2023-07,active
51871,2023-09,2025-02,active
51872,2025-01,2025-10,active
51873,2026-03,2026-03,active
51874,2024-05,2025-09,active
51875,2023-05,2023-09,active
51876,2023-10,2024-12,active
51877,2026-01,2026-02,active
51878,2025-06,2025-07,active
51879,2023-05,2025-11,active
51880,2024-04,2024-10,active
51881,2023-11,2024-06,active
51882,2023-08,2026-01,active
51883,2025-11,2026-05,active
51884,2025-02,2025-02,active
51885,2023-08,2024-05,active
51886,2025-03,2026-01,active
51887,2024-05,2025-12,active
51888,2023-03,2026-05,active
51889,2024-07,2025-07,active
51890,2023-08,2023-08,active
51891,2023-11,2026-02,active
51892,2026-01,2026-01,active
51893,2025-06,2025-07,active
51894,2023-06,2025-06,active
51895,2025-11,2026-03,active
51896,2024-12,2025-01,active
51897,2025-12,2026-01,active
51898,2025-07,2026-01,active
51899,2024-02,2024-09,active
51900,2024-10,2025-11,active
51901,2024-10,2025-06,active
51902,2025-06,2026-01,active
51903,2023-11,2025-01,active
51904,2024-02,2024-12,churned
51905,2023-11,2024-09,active
51906,2024-01,2025-09,churned
51907,2023-07,2025-01,active
51908,2023-02,2025-01,active
51909,2026-03,2026-04,active
51910,2023-04,2023-11,active
51911,2026-01,2026-05,active
51912,2023-01,2024-12,active
51913,2025-08,2026-03,churned
51914,2024-02,2026-02,active
51915,2024-10,2026-04,active
51916,2023-12,2025-08,active
51917,2024-09,2026-01,active
51918,2024-07,2025-05,active
51919,2024-10,2025-12,active
51920,2024-05,2025-01,active
51921,2024-10,2025-12,active
51922,2025-10,2025-10,active
51923,2024-06,2026-03,active
51924,2024-03,2024-09,active
51925,2023-06,2025-05,active
51926,2024-03,2024-03,active
51927,2023-06,2023-11,active
51928,2023-08,2026-05,active
51929,2026-04,2026-05,churned
51930,2023-04,2023-12,active
51931,2024-08,2024-10,active
51932,2025-11,2026-04,active
51933,2026-04,2026-05,churned
51934,2023-07,2023-12,active
51935,2023-07,2025-06,active
51936,2024-04,2024-11,active
51937,2024-11,2026-01,churned
51938,2026-04,2026-04,active
51939,2023-09,2024-01,active
51940,2023-07,2024-06,active
51941,2023-11,2025-03,active
51942,2025-12,2026-04,active
51943,2023-02,2023-02,active
51944,2024-04,2026-04,active
51945,2023-05,2025-05,active
51946,2023-07,2026-01,churned
51947,2026-02,2026-05,active
51948,2023-01,2023-07,active
51949,2024-02,2024-04,active
51950,2026-02,2026-05,active
51951,2025-01,2025-04,churned
51952,2023-03,2023-08,active
51953,2024-08,2025-06,churned
51954,2026-04,2026-05,churned
51955,2024-05,2025-12,active
51956,2024-10,2025-08,active
51957,2024-10,2025-01,active
51958,2025-04,2025-08,active
51959,2023-08,2025-07,active
51960,2025-11,2025-12,active
51961,2026-05,2026-05,churned
51962,2023-06,2024-12,active
51963,2025-10,2025-10,active
51964,2025-10,2025-12,active
51965,2025-07,2025-09,active
51966,2024-04,2025-09,active
51967,2024-08,2026-04,active
51968,2025-11,2025-12,active
51969,2023-07,2025-10,active
51970,2025-10,2026-03,active
51971,2026-02,2026-05,active
51972,2025-04,2026-04,active
51973,2024-02,2024-04,churned
51974,2024-11,2026-01,active
51975,2023-03,2025-02,active
51976,2026-03,2026-03,active
51977,2024-03,2024-09,active
51978,2023-03,2026-03,active
51979,2025-09,2026-01,active
51980,2025-03,2025-08,active
51981,2025-02,2025-07,churned
51982,2023-03,2025-11,active
51983,2025-07,2025-10,active
51984,2025-03,2025-05,active
51985,2025-09,2026-02,active
51986,2025-10,2026-05,active
51987,2023-09,2024-03,active
51988,2023-09,2024-05,active
51989,2026-02,2026-03,active
51990,2024-10,2025-01,active
51991,2024-06,2025-09,active
51992,2023-12,2024-07,active
51993,2025-03,2025-04,active
51994,2025-07,2025-09,active
51995,2023-01,2026-03,active
51996,2024-11,2026-04,churned
51997,2026-05,2026-05,active
51998,2023-12,2025-03,churned
51999,2023-12,2024-12,active
52000,2026-01,2026-05,active
52001,2023-03,2023-10,active
52002,2024-05,2025-09,active
52003,2024-07,2025-10,active
52004,2025-09,2026-03,active
52005,2023-06,2024-01,churned
52006,2024-06,2025-11,active
52007,2023-07,2025-04,active
52008,2025-09,2026-04,active
52009,2025-02,2025-04,churned
52010,2024-09,2025-09,active
52011,2024-05,2026-01,active
52012,2023-07,2024-04,churned
52013,2026-02,2026-04,active
52014,2025-03,2025-04,active
52015,2024-02,2025-10,active
52016,2024-05,2025-08,active
52017,2025-06,2025-08,active
52018,2025-06,2025-06,active
52019,2024-07,2025-12,active
52020,2024-01,2024-07,active
52021,2025-04,2025-10,active
52022,2025-03,2025-03,active
52023,2025-01,2026-05,churned
52024,2023-03,2024-12,active
52025,2024-08,2026-04,active
52026,2025-02,2025-04,active
52027,2026-03,2026-03,active
52028,2024-10,2025-10,active
52029,2024-03,2025-07,active
52030,2024-11,2026-02,active
52031,2023-08,2026-03,active
52032,2023-04,2025-11,active
52033,2025-04,2025-05,active
52034,2026-05,2026-05,active
52035,2025-11,2026-01,active
52036,2024-12,2026-04,active
52037,2023-02,2024-11,active
52038,2026-05,2026-05,churned
52039,2024-07,2026-02,active
52040,2023-12,2025-04,active
52041,2026-01,2026-01,active
52042,2025-07,2025-12,active
52043,2025-07,2026-04,active
52044,2023-12,2025-07,active
52045,2026-05,2026-05,active
52046,2024-07,2024-10,active
52047,2024-10,2025-02,active
52048,2025-07,2026-04,active
52049,2025-04,2026-05,active
52050,2023-08,2025-09,active
52051,2024-01,2024-03,active
52052,2024-03,2025-07,active
52053,2026-03,2026-05,churned
52054,2025-06,2026-01,active
52055,2024-04,2025-07,active
52056,2025-07,2025-12,churned
52057,2025-07,2025-09,active
52058,2024-05,2024-12,active
52059,2024-05,2025-11,active
52060,2026-01,2026-01,active
52061,2024-12,2025-01,active
52062,2023-07,2024-08,active
52063,2025-06,2026-03,active
52064,2025-01,2025-12,churned
52065,2024-09,2025-09,active
52066,2025-06,2025-12,active
52067,2026-02,2026-02,churned
52068,2024-02,2024-11,active
52069,2024-06,2024-07,active
52070,2023-08,2025-09,active
52071,2025-03,2026-02,active
52072,2024-05,2024-11,active
52073,2024-03,2024-10,active
52074,2025-05,2025-09,active
52075,2024-05,2026-03,active
52076,2024-08,2025-06,active
52077,2024-07,2025-12,active
52078,2023-11,2024-12,active
52079,2023-06,2025-07,active
52080,2025-10,2026-02,active
52081,2023-04,2024-02,active
52082,2024-02,2026-02,active
52083,2025-04,2026-01,active
52084,2023-06,2025-09,active
52085,2025-03,2026-05,churned
52086,2025-07,2025-09,active
52087,2025-04,2025-05,active
52088,2024-01,2025-05,active
52089,2023-01,2024-02,active
52090,2026-01,2026-03,active
52091,2024-02,2024-08,active
52092,2025-10,2026-01,active
52093,2023-09,2024-09,churned
52094,2023-07,2024-07,active
52095,2025-08,2026-03,active
52096,2026-03,2026-04,active
52097,2025-12,2026-02,active
52098,2025-07,2025-08,active
52099,2023-11,2025-04,active
52100,2026-02,2026-02,active
52101,2025-04,2025-08,active
52102,2023-08,2024-10,active
52103,2023-06,2023-11,active
52104,2025-12,2026-02,active
52105,2023-12,2024-08,active
52106,2025-08,2026-04,churned
52107,2023-06,2025-12,churned
52108,2023-12,2023-12,active
52109,2023-12,2025-06,active
52110,2023-12,2025-07,active
52111,2025-04,2025-09,active
52112,2026-02,2026-03,active
52113,2026-02,2026-05,active
52114,2025-07,2025-11,active
52115,2023-09,2023-11,active
52116,2026-04,2026-04,active
52117,2024-11,2025-03,active
52118,2024-11,2025-06,active
52119,2025-05,2025-07,active
52120,2025-08,2025-09,active
52121,2026-04,2026-05,churned
52122,2024-12,2025-02,active
52123,2025-02,2026-01,churned
52124,2025-07,2026-02,churned
52125,2023-11,2025-06,active
52126,2024-01,2026-03,active
52127,2025-02,2025-02,active
52128,2023-03,2024-02,active
52129,2024-02,2024-07,active
52130,2025-06,2025-12,churned
52131,2026-05,2026-05,active
52132,2024-10,2025-10,active
52133,2024-05,2026-03,churned
52134,2024-07,2025-03,active
52135,2025-05,2025-08,active
52136,2024-11,2026-04,active
52137,2023-01,2025-04,active
52138,2024-11,2026-01,active
52139,2024-05,2025-04,active
52140,2025-05,2025-10,active
52141,2025-12,2026-02,active
52142,2026-04,2026-05,churned
52143,2025-02,2025-05,active
52144,2024-03,2026-05,active
52145,2024-07,2024-11,active
52146,2023-08,2024-11,active
52147,2026-03,2026-03,active
52148,2025-11,2026-03,churned
52149,2025-12,2026-04,active
52150,2024-02,2026-03,active
52151,2024-02,2025-12,active
52152,2025-12,2026-01,active
52153,2024-11,2025-02,active
52154,2025-05,2026-04,active
52155,2024-09,2025-07,active
52156,2024-07,2024-09,active
52157,2025-02,2026-03,active
52158,2025-10,2026-03,active
52159,2024-02,2024-02,active
52160,2025-10,2026-04,active
52161,2023-11,2025-05,active
52162,2024-05,2025-08,active
52163,2026-02,2026-05,active
52164,2026-04,2026-04,active
52165,2026-02,2026-03,active
52166,2024-01,2025-06,active
52167,2025-11,2025-12,active
52168,2026-03,2026-03,active
52169,2026-05,2026-05,churned
52170,2023-01,2025-11,active
52171,2025-07,2025-09,churned
52172,2026-05,2026-05,churned
52173,2025-08,2026-01,active
52174,2023-10,2024-06,active
52175,2025-08,2025-10,active
52176,2023-05,2025-03,churned
52177,2024-08,2026-01,active
52178,2025-02,2025-09,active
52179,2024-07,2024-10,churned
52180,2025-05,2025-08,active
52181,2023-10,2024-03,active
52182,2025-01,2026-04,active
52183,2025-03,2025-07,active
52184,2025-02,2025-07,active
52185,2023-12,2024-02,active
52186,2024-01,2025-01,active
52187,2023-11,2026-03,active
52188,2024-07,2025-04,active
52189,2025-01,2025-12,active
52190,2024-03,2024-07,active
52191,2024-05,2024-08,active
52192,2023-12,2025-09,active
52193,2023-09,2023-11,active
52194,2025-03,2025-09,active
52195,2025-10,2025-12,active
52196,2023-12,2023-12,active
52197,2025-12,2026-03,active
52198,2024-12,2026-05,active
52199,2023-07,2023-09,active
52200,2024-04,2026-01,active
52201,2023-01,2024-11,active
52202,2023-02,2025-06,active
52203,2024-02,2024-04,active
52204,2024-07,2026-02,active
52205,2025-09,2025-09,active
52206,2023-06,2026-02,active
52207,2025-11,2026-03,active
52208,2023-10,2024-08,active
52209,2023-06,2023-06,churned
52210,2025-05,2025-12,churned
52211,2025-08,2025-08,active
52212,2025-01,2025-11,active
52213,2023-05,2025-09,active
52214,2023-05,2024-02,active
52215,2024-04,2024-10,active
52216,2024-07,2024-12,active
52217,2026-05,2026-05,active
52218,2023-12,2024-06,active
52219,2023-08,2023-11,active
52220,2026-03,2026-03,active
52221,2023-07,2025-06,active
52222,2023-02,2024-02,active
52223,2024-06,2025-12,active
52224,2024-05,2026-01,active
52225,2025-02,2026-02,active
52226,2025-12,2026-03,active
52227,2026-03,2026-03,active
52228,2023-12,2026-03,active
52229,2026-05,2026-05,active
52230,2025-02,2025-05,active
52231,2023-03,2024-09,active
52232,2026-03,2026-04,churned
52233,2023-06,2025-08,active
52234,2025-01,2025-10,active
52235,2025-09,2026-04,active
52236,2023-11,2026-03,active
52237,2023-12,2024-11,active
52238,2024-08,2026-03,active
52239,2026-01,2026-01,active
52240,2023-10,2026-03,active
52241,2025-04,2025-06,active
52242,2024-07,2026-02,active
52243,2023-05,2024-07,active
52244,2025-06,2026-05,churned
52245,2025-11,2025-11,active
52246,2024-12,2025-08,churned
52247,2023-08,2026-02,active
52248,2023-07,2023-08,active
52249,2024-06,2024-12,active
52250,2024-09,2024-10,active
52251,2024-11,2025-05,active
52252,2023-10,2024-10,active
52253,2024-09,2025-09,active
52254,2024-01,2024-08,active
52255,2025-05,2025-07,active
52256,2025-09,2025-10,active
52257,2025-03,2026-05,active
52258,2023-01,2026-04,active
52259,2026-05,2026-05,active
52260,2023-01,2023-10,churned
52261,2026-05,2026-05,active
52262,2023-02,2023-09,churned
52263,2024-10,2024-11,active
52264,2023-05,2026-04,active
52265,2023-04,2025-06,active
52266,2025-05,2026-02,active
52267,2025-06,2025-09,active
52268,2023-05,2025-04,active
52269,2026-05,2026-05,active
52270,2024-02,2024-03,active
52271,2024-02,2025-08,active
52272,2024-01,2025-05,active
52273,2024-07,2025-02,active
52274,2023-08,2025-08,active
52275,2024-06,2025-09,active
52276,2023-09,2024-11,active
52277,2023-03,2023-10,active
52278,2024-04,2024-04,active
52279,2025-04,2026-05,active
52280,2025-08,2025-10,active
52281,2024-03,2024-11,active
52282,2024-02,2025-09,active
52283,2025-09,2025-11,active
52284,2025-04,2025-09,active
52285,2025-11,2026-03,active
52286,2026-02,2026-04,active
52287,2025-10,2026-03,churned
52288,2026-03,2026-03,active
52289,2024-06,2025-04,active
52290,2024-05,2025-04,active
52291,2024-02,2025-07,active
52292,2023-10,2024-02,active
52293,2025-07,2025-08,active
52294,2025-06,2026-03,churned
52295,2025-09,2026-03,active
52296,2023-07,2025-11,active
52297,2024-09,2025-02,active
52298,2023-10,2026-05,active
52299,2026-01,2026-02,active
52300,2023-11,2025-07,active
52301,2023-06,2023-11,active
52302,2024-12,2026-04,active
52303,2026-01,2026-02,active
52304,2026-02,2026-05,active
52305,2023-04,2024-04,active
52306,2024-02,2025-12,active
52307,2023-07,2024-10,active
52308,2024-01,2024-02,active
52309,2024-10,2025-01,active
52310,2023-12,2025-08,active
52311,2023-03,2023-10,active
52312,2024-09,2025-02,active
52313,2023-03,2024-12,active
52314,2023-10,2024-06,churned
52315,2023-01,2023-06,active
52316,2023-04,2025-03,active
52317,2024-06,2025-10,active
52318,2025-11,2026-04,churned
52319,2025-08,2026-05,active
52320,2023-05,2023-09,churned
52321,2023-02,2024-07,churned
52322,2024-02,2024-08,active
52323,2025-03,2026-04,active
52324,2025-07,2025-12,active
52325,2025-10,2025-10,churned
52326,2024-03,2025-09,churned
52327,2023-07,2023-08,active
52328,2023-02,2023-12,active
52329,2023-07,2025-08,active
52330,2023-03,2024-10,active
52331,2025-12,2026-04,churned
52332,2023-12,2025-05,active
52333,2025-10,2026-04,active
52334,2024-11,2025-09,active
52335,2024-11,2024-12,active
52336,2024-07,2024-08,active
52337,2025-10,2026-04,active
52338,2023-02,2023-03,active
52339,2023-04,2024-06,active
52340,2024-06,2024-06,active
52341,2024-05,2024-12,active
52342,2024-11,2025-10,active
52343,2025-07,2025-08,active
52344,2025-01,2025-08,active
52345,2023-11,2026-05,active
52346,2024-02,2024-03,active
52347,2025-07,2025-07,active
52348,2023-09,2024-05,active
52349,2024-09,2026-02,active
52350,2024-11,2025-06,active
52351,2025-07,2026-02,active
52352,2025-06,2025-06,active
52353,2024-08,2025-12,active
52354,2024-01,2024-02,active
52355,2024-04,2025-10,active
52356,2024-05,2024-08,active
52357,2023-09,2026-01,active
52358,2025-02,2025-06,active
52359,2023-09,2024-03,active
52360,2025-03,2025-08,active
52361,2025-07,2025-07,active
52362,2026-04,2026-04,active
52363,2023-05,2025-03,active
52364,2025-08,2025-11,active
52365,2023-04,2024-05,active
52366,2024-02,2025-12,active
52367,2023-08,2023-12,active
52368,2023-07,2024-08,active
52369,2023-08,2024-02,active
52370,2023-02,2024-09,active
52371,2025-10,2025-12,active
52372,2023-03,2023-04,active
52373,2024-05,2024-06,active
52374,2025-05,2026-04,active
52375,2026-05,2026-05,churned
52376,2025-12,2025-12,active
52377,2023-06,2025-10,active
52378,2026-05,2026-05,active
52379,2025-03,2026-04,active
52380,2023-08,2024-11,active
52381,2024-07,2025-02,active
52382,2026-02,2026-05,active
52383,2024-05,2026-05,active
52384,2023-08,2023-12,active
52385,2025-12,2026-05,active
52386,2026-04,2026-05,active
52387,2026-04,2026-04,active
52388,2026-04,2026-04,active
52389,2025-12,2026-04,active
52390,2024-07,2024-08,active
52391,2023-08,2025-04,active
52392,2025-02,2025-03,active
52393,2023-10,2025-08,active
52394,2024-08,2025-01,active
52395,2025-03,2025-04,active
52396,2026-03,2026-03,active
52397,2023-12,2024-05,active
52398,2023-11,2025-03,active
52399,2025-07,2025-07,active
52400,2023-01,2025-09,active
52401,2024-12,2025-10,active
52402,2025-07,2025-10,active
52403,2024-11,2026-05,active
52404,2024-04,2025-09,active
52405,2025-10,2026-03,active
52406,2024-04,2024-08,active
52407,2025-06,2026-02,active
52408,2024-08,2025-08,active
52409,2023-02,2026-05,active
52410,2024-10,2025-07,active
52411,2023-03,2025-05,active
52412,2026-03,2026-04,active
52413,2025-01,2025-01,active
52414,2024-04,2024-07,active
52415,2024-08,2026-03,active
52416,2025-02,2026-01,active
52417,2023-11,2024-10,active
52418,2023-12,2025-08,active
52419,2024-06,2024-06,active
52420,2023-11,2023-12,active
52421,2025-08,2026-01,active
52422,2023-05,2025-04,active
52423,2025-10,2026-05,churned
52424,2024-03,2025-11,active
52425,2024-12,2025-04,active
52426,2023-07,2025-11,active
52427,2024-04,2025-04,active
52428,2025-07,2026-04,active
52429,2023-12,2024-05,active
52430,2023-06,2023-06,active
52431,2024-10,2024-11,active
52432,2023-07,2026-05,active
52433,2024-01,2024-03,active
52434,2024-07,2026-04,active
52435,2024-12,2026-01,active
52436,2025-03,2025-05,active
52437,2025-04,2026-04,active
52438,2025-11,2025-12,active
52439,2023-03,2023-08,active
52440,2024-03,2025-06,active
52441,2023-01,2023-12,active
52442,2023-01,2023-12,active
52443,2023-09,2024-03,active
52444,2025-01,2025-11,active
52445,2026-01,2026-01,active
52446,2025-08,2025-10,active
52447,2025-03,2025-11,active
52448,2025-08,2025-12,active
52449,2023-08,2025-07,active
52450,2025-11,2025-12,active
52451,2026-01,2026-04,active
52452,2023-04,2025-08,active
52453,2024-08,2025-04,active
52454,2025-11,2025-12,churned
52455,2024-08,2025-08,active
52456,2025-11,2026-03,active
52457,2026-03,2026-03,active
52458,2024-08,2025-08,active
52459,2023-03,2023-09,active
52460,2024-02,2025-05,active
52461,2023-09,2026-03,active
52462,2024-08,2025-07,churned
52463,2025-01,2026-01,active
52464,2024-08,2025-02,active
52465,2023-09,2026-03,active
52466,2024-01,2025-12,active
52467,2025-04,2026-04,active
52468,2023-02,2025-07,active
52469,2023-09,2025-06,active
52470,2026-01,2026-03,active
52471,2023-05,2026-03,active
52472,2024-06,2026-02,active
52473,2023-09,2024-10,active
52474,2023-05,2023-08,active
52475,2024-06,2024-06,active
52476,2024-10,2025-02,active
52477,2023-08,2023-10,churned
52478,2023-04,2023-12,active
52479,2023-06,2023-09,active
52480,2025-03,2026-05,active
52481,2025-12,2025-12,active
52482,2023-08,2025-05,active
52483,2024-02,2024-11,active
52484,2024-03,2024-07,active
52485,2024-03,2025-09,active
52486,2023-11,2026-05,active
52487,2023-03,2025-09,active
52488,2024-10,2026-05,active
52489,2024-03,2025-06,active
52490,2024-03,2025-09,active
52491,2023-11,2024-03,active
52492,2026-03,2026-05,active
52493,2025-02,2026-01,active
52494,2024-06,2024-12,active
52495,2023-09,2024-08,active
52496,2025-09,2026-02,active
52497,2026-01,2026-01,active
52498,2023-02,2025-10,active
52499,2026-03,2026-03,active
52500,2025-05,2025-05,active
52501,2023-05,2024-05,active
52502,2025-07,2026-04,active
52503,2023-05,2024-03,active
52504,2023-03,2024-12,active
52505,2023-05,2025-11,active
52506,2024-07,2024-07,active
52507,2025-02,2026-02,active
52508,2024-05,2024-12,active
52509,2023-06,2025-07,active
52510,2023-09,2024-03,active
52511,2025-11,2025-11,active
52512,2026-04,2026-05,churned
52513,2025-07,2026-03,active
52514,2023-05,2026-05,active
52515,2025-10,2026-03,active
52516,2025-05,2025-11,active
52517,2024-10,2025-01,active
52518,2023-06,2024-04,active
52519,2026-05,2026-05,active
52520,2024-07,2025-09,active
52521,2023-02,2024-03,active
52522,2023-09,2024-12,active
52523,2024-05,2024-09,active
52524,2023-03,2024-08,active
52525,2024-02,2024-08,active
52526,2024-08,2024-10,active
52527,2026-03,2026-03,churned
52528,2023-04,2024-11,active
52529,2024-12,2025-06,active
52530,2026-02,2026-02,active
52531,2025-10,2026-02,active
52532,2026-02,2026-02,active
52533,2023-07,2023-07,active
52534,2025-09,2025-10,active
52535,2026-05,2026-05,active
52536,2024-02,2025-02,active
52537,2024-09,2026-05,active
52538,2024-10,2025-02,active
52539,2024-09,2025-02,active
52540,2023-12,2024-07,churned
52541,2026-04,2026-04,active
52542,2026-04,2026-05,active
52543,2024-04,2024-12,active
52544,2025-10,2026-03,active
52545,2024-05,2026-03,active
52546,2025-09,2026-05,active
52547,2024-12,2025-10,churned
52548,2024-08,2025-11,active
52549,2023-06,2026-03,active
52550,2025-03,2026-02,active
52551,2024-02,2024-10,active
52552,2023-09,2024-01,active
52553,2023-08,2023-11,active
52554,2026-05,2026-05,active
52555,2023-05,2026-01,active
52556,2025-09,2026-02,active
52557,2025-12,2026-01,churned
52558,2023-02,2024-03,active
52559,2025-01,2025-05,churned
52560,2024-12,2026-02,active
52561,2024-03,2025-07,active
52562,2025-04,2026-04,active
52563,2024-05,2024-12,active
52564,2024-07,2025-05,active
52565,2024-06,2024-08,active
52566,2025-09,2026-05,churned
52567,2025-02,2025-10,active
52568,2024-04,2025-06,active
52569,2026-02,2026-03,active
52570,2025-09,2025-11,active
52571,2026-03,2026-05,active
52572,2025-06,2025-11,active
52573,2024-05,2025-09,active
52574,2025-08,2025-08,churned
52575,2024-02,2024-09,active
52576,2023-12,2025-12,active
52577,2024-07,2024-09,active
52578,2026-04,2026-04,active
52579,2024-12,2026-02,churned
52580,2024-04,2024-12,active
52581,2024-07,2025-01,active
52582,2023-12,2025-04,active
52583,2025-04,2025-06,active
52584,2024-03,2024-04,active
52585,2024-11,2024-11,churned
52586,2024-04,2024-06,active
52587,2024-02,2024-06,active
52588,2026-04,2026-05,churned
52589,2024-03,2024-11,active
52590,2023-03,2023-05,active
52591,2024-04,2024-04,active
52592,2024-10,2025-07,active
52593,2023-04,2025-11,active
52594,2024-01,2024-10,active
52595,2023-07,2023-09,active
52596,2024-09,2025-01,active
52597,2025-06,2025-11,active
52598,2026-04,2026-04,churned
52599,2024-04,2026-05,active
52600,2025-12,2026-04,active
52601,2023-09,2024-08,active
52602,2025-09,2026-05,active
52603,2024-12,2025-05,active
52604,2025-08,2025-09,active
52605,2025-07,2026-05,churned
52606,2024-10,2026-05,churned
52607,2023-11,2024-08,active
52608,2024-10,2025-09,active
52609,2025-10,2025-11,active
52610,2026-04,2026-05,active
52611,2026-03,2026-05,churned
52612,2023-08,2025-08,active
52613,2025-01,2025-10,active
52614,2023-05,2025-07,active
52615,2025-04,2025-11,active
52616,2026-05,2026-05,active
52617,2023-03,2025-10,active
52618,2025-03,2025-05,active
52619,2026-03,2026-04,active
52620,2025-11,2026-01,active
52621,2024-05,2025-06,active
52622,2023-05,2023-10,active
52623,2026-02,2026-03,active
52624,2026-02,2026-05,active
52625,2024-12,2025-01,active
52626,2026-05,2026-05,active
52627,2023-01,2025-03,active
52628,2025-02,2025-12,active
52629,2023-02,2024-08,active
52630,2026-03,2026-03,active
52631,2025-04,2025-04,active
52632,2026-02,2026-03,active
52633,2024-12,2025-01,active
52634,2023-04,2023-07,active
52635,2023-02,2023-08,active
52636,2024-02,2024-07,active
52637,2025-07,2026-04,active
52638,2023-07,2025-05,churned
52639,2025-11,2025-11,active
52640,2023-10,2025-06,active
52641,2024-09,2024-11,active
52642,2023-09,2024-10,active
52643,2024-08,2024-08,active
52644,2024-07,2024-09,active
52645,2023-01,2023-06,active
52646,2024-12,2025-07,active
52647,2025-09,2026-01,active
52648,2026-03,2026-04,active
52649,2024-02,2025-07,active
52650,2026-01,2026-04,active
52651,2026-01,2026-04,active
52652,2026-05,2026-05,churned
52653,2024-04,2025-07,active
52654,2025-11,2026-02,active
52655,2024-12,2025-08,active
52656,2023-03,2023-12,active
52657,2023-12,2025-02,active
52658,2025-04,2025-04,active
52659,2023-07,2026-04,active
52660,2024-06,2025-02,active
52661,2025-08,2026-03,churned
52662,2023-07,2026-04,active
52663,2024-09,2025-07,active
52664,2023-09,2026-01,active
52665,2024-10,2025-07,active
52666,2023-10,2024-02,active
52667,2026-04,2026-04,active
52668,2023-04,2023-09,active
52669,2026-04,2026-05,active
52670,2025-09,2026-01,active
52671,2025-12,2026-01,active
52672,2025-11,2026-02,active
52673,2023-08,2024-04,active
52674,2026-03,2026-05,churned
52675,2025-01,2026-05,active
52676,2026-04,2026-04,churned
52677,2026-01,2026-04,active
52678,2024-12,2025-06,active
52679,2024-04,2024-05,active
52680,2023-05,2026-03,active
52681,2023-05,2023-07,active
52682,2024-04,2024-09,active
52683,2025-10,2025-10,churned
52684,2024-09,2025-06,active
52685,2024-08,2025-09,active
52686,2023-11,2024-08,active
52687,2024-12,2025-01,active
52688,2025-03,2025-04,active
52689,2026-05,2026-05,active
52690,2025-06,2026-05,active
52691,2025-01,2026-02,active
52692,2026-02,2026-05,churned
52693,2024-06,2025-06,active
52694,2026-03,2026-04,active
52695,2024-04,2025-12,active
52696,2023-06,2025-04,active
52697,2024-06,2025-04,active
52698,2023-06,2024-04,churned
52699,2023-05,2024-10,churned
52700,2026-01,2026-01,active
52701,2025-09,2025-10,active
52702,2023-10,2025-09,active
52703,2025-11,2026-05,active
52704,2023-03,2023-06,active
52705,2023-12,2024-02,active
52706,2025-05,2025-06,active
52707,2024-01,2025-11,active
52708,2025-06,2025-09,active
52709,2025-12,2026-01,active
52710,2023-03,2023-03,active
52711,2023-01,2026-04,active
52712,2026-03,2026-04,active
52713,2024-10,2026-01,active
52714,2024-09,2025-11,active
52715,2024-08,2024-11,active
52716,2024-06,2026-01,active
52717,2025-05,2025-12,active
52718,2024-12,2025-10,active
52719,2023-07,2024-02,active
52720,2025-02,2026-03,active
52721,2025-04,2026-05,active
52722,2023-05,2024-08,active
52723,2024-04,2024-06,active
52724,2025-09,2026-04,active
52725,2025-02,2026-04,active
52726,2023-06,2024-12,active
52727,2023-02,2025-01,active
52728,2024-12,2025-04,active
52729,2024-07,2024-08,active
52730,2026-04,2026-05,churned
52731,2024-10,2025-07,active
52732,2026-03,2026-03,active
52733,2023-09,2025-07,active
52734,2024-07,2024-07,active
52735,2023-06,2023-08,active
52736,2024-12,2025-04,active
52737,2023-08,2024-11,active
52738,2024-09,2025-04,active
52739,2024-03,2024-08,active
52740,2023-08,2024-07,active
52741,2023-04,2024-04,active
52742,2024-09,2025-08,active
52743,2026-03,2026-04,churned
52744,2023-09,2026-02,active
52745,2024-05,2026-01,active
52746,2023-10,2024-07,active
52747,2025-10,2026-05,active
52748,2024-06,2025-06,active
52749,2026-04,2026-04,active
52750,2023-11,2024-09,active
52751,2023-04,2025-08,active
52752,2024-12,2026-02,active
52753,2025-03,2025-08,active
52754,2026-05,2026-05,active
52755,2025-12,2025-12,active
52756,2026-01,2026-01,active
52757,2025-03,2025-04,active
52758,2024-03,2025-09,active
52759,2024-06,2025-06,active
52760,2023-06,2024-10,active
52761,2024-06,2025-10,active
52762,2024-03,2026-01,active
52763,2023-02,2025-09,active
52764,2023-09,2024-01,active
52765,2024-10,2025-09,active
52766,2024-04,2026-02,active
52767,2026-05,2026-05,active
52768,2024-08,2026-01,active
52769,2026-04,2026-04,active
52770,2025-04,2025-09,active
52771,2023-02,2026-01,active
52772,2023-09,2023-10,active
52773,2025-05,2025-11,active
52774,2024-11,2025-01,active
52775,2024-01,2026-02,active
