last_login_days_ago,videos_watched,completion_pct,quiz_avg_score,enrolled_days,dropped
16.0,34.0,100.0,98.1,187.0,0
14.0,71.0,82.8,86.5,115.0,0
1.0,39.0,73.5,86.2,20.0,0
6.0,81.0,74.2,61.0,143.0,0
0.0,53.0,80.6,79.5,166.0,0
2.0,7.0,59.6,100.0,170.0,0
43.0,5.0,18.2,56.0,154.0,1
8.0,66.0,75.5,61.5,68.0,0
12.0,6.0,82.4,74.9,16.0,0
19.0,59.0,99.4,77.9,108.0,0
3.0,75.0,80.5,84.3,150.0,0
15.0,0.0,60.8,82.3,11.0,0
8.0,19.0,70.9,77.6,145.0,0
0.0,64.0,82.6,63.5,57.0,0
44.0,17.0,13.8,51.8,29.0,1
7.0,76.0,96.2,96.9,109.0,0
34.0,7.0,11.6,31.3,188.0,1
0.0,61.0,89.3,93.1,73.0,0
40.0,15.0,13.7,49.1,111.0,1
2.0,25.0,91.0,56.3,37.0,0
0.0,36.0,71.0,88.0,114.0,0
16.0,86.0,89.7,55.6,27.0,0
42.0,11.0,12.1,36.7,186.0,1
7.0,67.0,65.5,57.7,171.0,0
10.0,39.0,85.9,95.9,68.0,0
0.0,26.0,94.0,100.0,152.0,0
4.0,21.0,75.9,54.5,114.0,0
3.0,55.0,95.6,53.0,159.0,0
5.0,72.0,63.4,82.5,53.0,0
11.0,54.0,68.0,98.0,139.0,0
11.0,49.0,78.5,85.5,186.0,0
1.0,18.0,76.3,62.6,43.0,0
0.0,43.0,73.3,98.2,113.0,0
7.0,47.0,81.3,100.0,149.0,0
1.0,24.0,74.7,60.8,151.0,0
2.0,53.0,76.4,80.8,115.0,0
8.0,28.0,82.8,84.6,118.0,0
3.0,35.0,73.3,70.9,12.0,0
8.0,60.0,78.9,61.7,121.0,0
27.0,0.0,18.6,0.0,19.0,1
11.0,76.0,67.9,48.5,48.0,0
17.0,40.0,87.6,88.1,51.0,0
10.0,55.0,97.1,67.4,117.0,0
7.0,57.0,90.6,100.0,159.0,0
10.0,57.0,83.3,83.3,75.0,0
10.0,46.0,73.6,73.8,124.0,0
13.0,72.0,77.1,96.9,90.0,0
6.0,30.0,90.6,73.9,123.0,0
0.0,18.0,57.2,66.6,31.0,0
0.0,51.0,76.4,86.0,197.0,0
10.0,36.0,87.3,66.7,73.0,0
0.0,86.0,68.6,77.4,104.0,0
11.0,33.0,84.2,80.2,115.0,0
17.0,66.0,83.8,75.6,97.0,0
4.0,54.0,65.5,80.4,95.0,0
16.0,13.0,80.9,80.4,97.0,0
8.0,56.0,73.8,77.4,172.0,0
6.0,29.0,84.2,66.7,69.0,0
7.0,96.0,86.7,59.0,93.0,0
0.0,26.0,84.0,63.4,51.0,0
0.0,23.0,80.7,64.4,142.0,0
59.0,4.0,12.7,67.9,23.0,1
0.0,27.0,68.2,100.0,114.0,0
23.0,59.0,79.7,74.4,69.0,0
0.0,21.0,72.0,92.9,92.0,0
0.0,55.0,90.3,63.9,32.0,0
0.0,49.0,86.8,72.2,89.0,0
0.0,22.0,86.8,71.9,38.0,0
8.0,41.0,97.1,83.3,177.0,0
1.0,23.0,76.7,65.2,120.0,0
4.0,62.0,74.5,85.5,179.0,0
0.0,3.0,76.5,79.6,52.0,0
2.0,60.0,64.0,76.9,82.0,0
6.0,27.0,64.8,65.8,41.0,0
5.0,46.0,86.2,49.5,95.0,0
22.0,54.0,66.0,67.6,110.0,0
6.0,46.0,69.3,85.6,25.0,0
4.0,89.0,79.0,47.8,11.0,0
0.0,34.0,75.9,50.7,13.0,0
8.0,13.0,88.9,69.9,119.0,0
0.0,91.0,80.6,61.6,120.0,0
21.0,5.0,10.2,63.6,83.0,1
7.0,47.0,89.7,77.8,10.0,0
41.0,3.0,12.1,2.9,64.0,1
8.0,0.0,15.2,56.5,33.0,1
6.0,42.0,82.5,73.2,22.0,0
11.0,20.0,72.8,72.8,51.0,0
0.0,41.0,72.6,100.0,55.0,0
11.0,12.0,98.7,42.9,34.0,0
11.0,46.0,81.2,59.6,153.0,0
5.0,44.0,77.8,82.1,190.0,0
34.0,14.0,15.5,62.5,90.0,1
10.0,0.0,88.7,59.6,65.0,0
0.0,61.0,73.0,86.5,132.0,0
35.0,8.0,14.7,61.4,86.0,1
1.0,102.0,86.6,79.6,170.0,0
12.0,33.0,64.8,70.3,157.0,0
25.0,3.0,13.2,71.0,170.0,1
0.0,47.0,63.9,72.6,50.0,0
11.0,17.0,77.5,86.6,163.0,0
9.0,16.0,18.5,16.6,81.0,1
2.0,23.0,69.4,63.6,36.0,0
3.0,26.0,93.0,49.9,106.0,0
12.0,62.0,90.4,72.0,142.0,0
21.0,10.0,4.9,30.9,156.0,1
15.0,49.0,65.5,63.3,44.0,0
0.0,15.0,69.5,48.0,147.0,0
8.0,66.0,83.4,67.9,132.0,0
12.0,22.0,87.2,74.6,191.0,0
12.0,7.0,72.0,65.1,92.0,0
7.0,53.0,74.2,73.3,146.0,0
72.0,7.0,6.1,50.0,187.0,1
2.0,40.0,96.6,95.3,137.0,0
0.0,60.0,75.3,97.0,82.0,0
41.0,10.0,13.5,58.4,184.0,1
0.0,7.0,80.8,62.8,164.0,0
39.0,0.0,12.9,35.8,15.0,1
20.0,51.0,70.5,86.2,52.0,0
0.0,49.0,91.7,76.8,120.0,0
15.0,41.0,67.2,95.3,14.0,0
0.0,98.0,91.7,76.7,53.0,0
56.0,0.0,12.9,67.0,154.0,1
0.0,2.0,13.2,42.5,91.0,1
0.0,15.0,96.3,70.7,144.0,0
13.0,74.0,87.0,63.2,101.0,0
5.0,5.0,12.7,45.2,46.0,1
26.0,9.0,14.8,56.9,195.0,1
28.0,35.0,72.7,94.8,50.0,0
6.0,41.0,93.4,48.2,72.0,0
6.0,6.0,84.7,92.0,180.0,0
31.0,14.0,15.7,54.7,74.0,1
0.0,31.0,80.7,30.4,92.0,0
2.0,28.0,77.2,47.0,92.0,0
13.0,65.0,87.7,73.0,118.0,0
11.0,42.0,82.6,67.7,153.0,0
16.0,63.0,78.3,80.1,31.0,0
64.0,20.0,16.5,36.8,86.0,1
11.0,57.0,89.5,82.7,30.0,0
21.0,18.0,15.6,50.2,116.0,1
44.0,12.0,16.2,30.2,153.0,1
0.0,55.0,91.8,87.0,94.0,0
0.0,82.0,82.4,81.6,69.0,0
10.0,55.0,82.6,69.5,72.0,0
13.0,45.0,88.8,95.3,149.0,0
1.0,78.0,86.7,73.0,191.0,0
11.0,40.0,82.9,63.1,29.0,0
65.0,4.0,15.0,69.4,75.0,1
3.0,45.0,99.8,79.8,12.0,0
0.0,53.0,72.7,89.0,188.0,0
0.0,17.0,87.5,84.0,89.0,0
1.0,48.0,79.2,84.0,155.0,0
2.0,7.0,84.5,68.5,84.0,0
6.0,38.0,92.3,90.3,99.0,0
41.0,12.0,8.1,23.8,193.0,1
4.0,44.0,86.0,65.8,26.0,0
11.0,2.0,82.7,45.3,15.0,0
0.0,47.0,73.6,83.1,177.0,0
16.0,64.0,92.6,65.2,127.0,0
14.0,76.0,87.1,57.7,172.0,0
13.0,77.0,75.7,54.8,165.0,0
1.0,46.0,91.0,87.4,125.0,0
5.0,100.0,71.7,76.6,76.0,0
12.0,28.0,79.7,81.7,75.0,0
11.0,0.0,3.9,64.2,140.0,1
0.0,45.0,87.5,74.6,24.0,0
0.0,63.0,75.2,73.4,159.0,0
36.0,1.0,11.5,53.9,125.0,1
0.0,0.0,85.9,86.2,65.0,0
29.0,24.0,76.2,61.1,92.0,0
0.0,62.0,98.3,65.9,161.0,0
0.0,25.0,72.5,79.5,10.0,0
11.0,42.0,65.9,89.5,194.0,0
1.0,53.0,88.6,64.7,87.0,0
3.0,56.0,58.5,85.4,69.0,0
9.0,64.0,94.9,78.9,56.0,0
14.0,73.0,81.0,70.7,46.0,0
4.0,59.0,65.7,72.7,82.0,0
13.0,18.0,70.5,72.6,183.0,0
0.0,58.0,63.7,77.4,194.0,0
1.0,69.0,83.8,91.3,13.0,0
10.0,55.0,66.7,78.4,43.0,0
22.0,73.0,85.0,69.9,35.0,0
34.0,2.0,14.2,38.6,143.0,1
0.0,42.0,75.2,76.1,83.0,0
9.0,26.0,85.1,66.9,123.0,0
34.0,0.0,12.9,37.6,139.0,1
0.0,22.0,91.5,91.2,194.0,0
0.0,45.0,73.7,72.1,186.0,0
2.0,37.0,79.7,71.3,175.0,0
10.0,16.0,73.6,94.2,112.0,0
62.0,14.0,10.9,22.2,66.0,1
28.0,3.0,7.7,54.3,158.0,1
5.0,50.0,75.8,73.9,188.0,0
11.0,31.0,75.8,79.2,61.0,0
52.0,14.0,5.9,59.3,78.0,1
42.0,7.0,14.9,55.0,140.0,1
28.0,1.0,8.6,49.1,138.0,1
21.0,12.0,13.2,67.1,58.0,1
2.0,0.0,74.2,85.4,20.0,0
3.0,67.0,81.9,75.8,173.0,0
9.0,97.0,70.8,79.5,150.0,0
11.0,83.0,85.7,81.0,78.0,0
0.0,62.0,77.1,55.2,35.0,0
0.0,72.0,82.0,62.1,148.0,0
7.0,26.0,82.2,70.3,38.0,0
0.0,50.0,96.0,92.3,83.0,0
52.0,4.0,5.6,50.7,75.0,1
4.0,35.0,80.7,81.0,119.0,0
0.0,67.0,73.1,74.8,130.0,0
0.0,41.0,88.0,75.0,129.0,0
9.0,4.0,77.3,76.3,174.0,0
8.0,55.0,64.7,61.8,54.0,0
0.0,44.0,78.0,71.7,77.0,0
41.0,17.0,11.1,49.9,66.0,1
27.0,5.0,21.9,32.8,140.0,1
4.0,7.0,78.8,63.8,59.0,0
18.0,24.0,79.3,100.0,144.0,0
23.0,25.0,79.4,48.4,92.0,0
4.0,22.0,92.3,48.9,132.0,0
9.0,33.0,66.9,80.4,19.0,0
19.0,21.0,7.5,48.4,125.0,1
66.0,2.0,10.2,19.2,198.0,1
0.0,64.0,85.8,70.1,160.0,0
36.0,20.0,13.5,18.2,65.0,1
10.0,37.0,62.7,81.5,88.0,0
22.0,44.0,69.4,95.0,92.0,0
59.0,6.0,11.5,40.3,36.0,1
6.0,59.0,89.9,76.9,62.0,0
5.0,43.0,66.2,83.6,24.0,0
3.0,42.0,71.4,69.0,84.0,0
14.0,0.0,81.6,80.5,150.0,0
8.0,54.0,84.7,64.8,182.0,0
6.0,86.0,84.4,92.3,118.0,0
0.0,34.0,70.2,47.5,141.0,0
11.0,60.0,64.0,70.1,177.0,0
5.0,27.0,85.4,82.5,104.0,0
30.0,15.0,11.1,35.7,116.0,1
14.0,56.0,76.5,86.8,139.0,0
0.0,37.0,68.6,75.0,33.0,0
4.0,35.0,75.7,78.5,104.0,0
2.0,59.0,83.9,82.5,110.0,0
2.0,46.0,77.7,73.2,48.0,0
0.0,18.0,94.1,49.2,97.0,0
0.0,11.0,89.2,100.0,66.0,0
0.0,58.0,81.8,94.5,139.0,0
13.0,28.0,60.5,84.9,102.0,0
9.0,46.0,73.1,68.6,71.0,0
8.0,58.0,74.5,80.7,150.0,0
0.0,19.0,72.5,48.1,154.0,0
22.0,23.0,81.9,50.6,20.0,0
3.0,81.0,82.1,100.0,128.0,0
53.0,17.0,22.7,60.6,80.0,1
37.0,18.0,8.6,57.8,18.0,1
4.0,100.0,80.2,76.2,34.0,0
22.0,50.0,83.6,79.2,57.0,0
11.0,26.0,87.4,74.0,134.0,0
4.0,48.0,72.3,68.5,94.0,0
3.0,41.0,92.6,72.5,51.0,0
14.0,46.0,78.6,91.0,172.0,0
2.0,61.0,95.1,83.6,76.0,0
3.0,63.0,71.1,84.2,186.0,0
1.0,1.0,94.4,44.9,87.0,0
25.0,8.0,12.3,63.9,123.0,1
0.0,51.0,100.0,75.9,90.0,0
20.0,32.0,70.5,64.5,78.0,0
14.0,61.0,90.6,100.0,114.0,0
75.0,15.0,8.9,23.9,114.0,1
2.0,23.0,87.2,73.5,30.0,0
2.0,68.0,79.6,91.7,197.0,0
12.0,20.0,10.7,66.1,163.0,1
55.0,9.0,12.7,66.0,96.0,1
27.0,6.0,20.6,14.7,113.0,1
12.0,51.0,80.7,48.5,123.0,0
8.0,54.0,50.6,56.0,111.0,0
0.0,54.0,83.0,88.5,88.0,0
43.0,0.0,11.0,62.9,63.0,1
0.0,55.0,72.8,70.2,41.0,0
16.0,45.0,72.9,59.4,10.0,0
60.0,14.0,14.7,42.4,26.0,1
1.0,64.0,92.0,92.0,125.0,0
13.0,0.0,81.0,50.3,99.0,0
49.0,5.0,4.0,36.3,100.0,1
4.0,29.0,91.3,48.2,153.0,0
0.0,65.0,77.7,100.0,85.0,0
3.0,40.0,64.3,60.2,77.0,0
11.0,86.0,77.7,82.4,113.0,0
1.0,14.0,85.3,78.4,109.0,0
10.0,21.0,80.6,76.0,144.0,0
6.0,0.0,86.3,67.4,195.0,0
48.0,15.0,14.3,21.3,113.0,1
0.0,31.0,85.3,96.1,21.0,0
4.0,77.0,77.2,59.8,91.0,0
0.0,68.0,85.2,72.2,46.0,0
5.0,50.0,100.0,68.8,198.0,0
3.0,38.0,65.1,88.7,103.0,0
30.0,8.0,17.4,42.8,121.0,1
1.0,73.0,98.3,63.8,106.0,0
3.0,31.0,68.3,76.1,61.0,0
1.0,33.0,90.0,90.1,51.0,0
6.0,36.0,91.3,94.0,52.0,0
22.0,7.0,65.2,71.7,109.0,0
0.0,72.0,87.1,72.2,100.0,0
38.0,11.0,16.3,18.6,82.0,1
37.0,7.0,11.9,38.6,35.0,1
2.0,77.0,76.8,87.7,23.0,0
10.0,33.0,93.1,62.0,15.0,0
15.0,73.0,78.9,76.2,17.0,0
4.0,7.0,75.4,74.9,116.0,0
1.0,57.0,75.5,64.9,60.0,0
13.0,35.0,76.6,78.7,87.0,0
10.0,10.0,69.2,68.6,76.0,0
6.0,20.0,75.3,89.2,164.0,0
11.0,48.0,81.2,62.5,28.0,0
14.0,24.0,84.0,58.3,10.0,0
6.0,53.0,92.0,75.7,121.0,0
8.0,29.0,82.4,72.9,145.0,0
10.0,9.0,75.3,96.7,71.0,0
2.0,66.0,69.9,73.6,145.0,0
16.0,51.0,82.9,74.0,18.0,0
0.0,5.0,78.8,55.9,168.0,0
5.0,59.0,79.2,76.9,88.0,0
12.0,48.0,82.6,56.9,164.0,0
0.0,36.0,85.2,71.2,165.0,0
13.0,36.0,82.7,60.2,194.0,0
8.0,74.0,78.3,81.7,99.0,0
17.0,52.0,72.0,72.4,34.0,0
11.0,76.0,73.9,91.3,136.0,0
5.0,55.0,88.5,58.9,73.0,0
8.0,50.0,75.8,74.6,149.0,0
0.0,9.0,13.3,75.4,191.0,1
22.0,48.0,91.6,71.7,10.0,0
7.0,67.0,70.6,90.1,167.0,0
5.0,47.0,80.4,72.8,12.0,0
4.0,88.0,84.9,58.2,163.0,0
8.0,67.0,80.0,79.8,190.0,0
0.0,19.0,55.2,100.0,118.0,0
3.0,34.0,83.9,63.6,14.0,0
14.0,6.0,19.9,27.7,190.0,1
1.0,0.0,10.6,55.0,52.0,1
12.0,42.0,58.8,87.9,92.0,0
6.0,24.0,100.0,85.1,182.0,0
0.0,46.0,66.7,75.7,75.0,0
5.0,25.0,69.2,67.5,29.0,0
4.0,68.0,87.8,66.8,197.0,0
6.0,34.0,84.5,81.0,174.0,0
0.0,60.0,80.8,63.2,75.0,0
0.0,12.0,74.3,53.1,67.0,0
74.0,15.0,8.9,53.5,181.0,1
0.0,17.0,79.6,66.1,192.0,0
0.0,71.0,64.3,68.2,83.0,0
51.0,0.0,18.7,53.6,60.0,1
12.0,43.0,82.2,75.3,148.0,0
21.0,53.0,91.2,70.4,115.0,0
13.0,29.0,85.7,56.1,102.0,0
1.0,19.0,100.0,67.9,28.0,0
8.0,49.0,76.9,49.7,122.0,0
5.0,2.0,80.2,62.3,22.0,0
1.0,75.0,87.2,61.9,181.0,0
17.0,42.0,77.0,74.1,61.0,0
22.0,13.0,88.0,74.8,147.0,0
0.0,39.0,50.5,70.2,37.0,0
18.0,58.0,79.3,56.9,162.0,0
1.0,27.0,79.0,48.1,92.0,0
4.0,2.0,78.6,94.2,95.0,0
8.0,42.0,71.2,61.3,31.0,0
18.0,62.0,89.1,69.6,29.0,0
8.0,50.0,75.0,66.7,166.0,0
9.0,54.0,82.0,86.9,184.0,0
13.0,66.0,79.6,78.4,118.0,0
14.0,80.0,85.0,63.2,195.0,0
10.0,0.0,94.3,81.7,79.0,0
14.0,16.0,82.0,53.7,64.0,0
22.0,8.0,8.5,58.6,158.0,1
0.0,51.0,81.4,28.9,175.0,0
28.0,0.0,11.6,64.1,24.0,1
0.0,28.0,78.6,67.6,116.0,0
2.0,83.0,77.2,70.6,156.0,0
39.0,0.0,20.1,20.4,78.0,1
51.0,8.0,8.5,46.3,89.0,1
0.0,84.0,72.1,63.4,14.0,0
18.0,4.0,10.2,22.4,66.0,1
10.0,62.0,64.7,74.7,162.0,0
11.0,58.0,78.2,73.0,193.0,0
68.0,10.0,21.6,46.8,196.0,1
3.0,36.0,98.1,73.5,103.0,0
3.0,71.0,93.5,79.0,49.0,0
15.0,45.0,69.7,81.8,197.0,0
2.0,23.0,82.0,79.4,11.0,0
2.0,69.0,82.2,72.0,153.0,0
13.0,0.0,77.7,82.1,72.0,0
40.0,0.0,8.3,54.6,66.0,1
2.0,41.0,76.5,89.0,183.0,0
2.0,45.0,98.7,100.0,180.0,0
15.0,47.0,75.8,59.0,174.0,0
11.0,74.0,83.4,81.8,147.0,0
8.0,49.0,54.7,73.8,93.0,0
0.0,45.0,88.2,77.0,102.0,0
20.0,21.0,7.5,39.2,165.0,1
4.0,29.0,69.5,77.3,188.0,0
0.0,59.0,74.9,58.0,65.0,0
1.0,50.0,84.5,66.2,121.0,0
12.0,82.0,80.2,82.6,119.0,0
16.0,27.0,84.7,62.4,37.0,0
0.0,20.0,77.1,57.5,137.0,0
0.0,52.0,98.6,69.4,50.0,0
12.0,43.0,73.3,52.3,31.0,0
3.0,19.0,100.0,62.6,120.0,0
10.0,34.0,92.4,100.0,39.0,0
3.0,61.0,88.3,65.8,185.0,0
11.0,16.0,69.6,79.7,25.0,0
0.0,20.0,89.1,61.6,192.0,0
10.0,29.0,86.0,83.4,199.0,0
25.0,14.0,6.3,63.4,196.0,1
13.0,62.0,66.0,85.9,83.0,0
14.0,0.0,14.9,62.6,104.0,1
10.0,81.0,78.7,67.0,70.0,0
8.0,22.0,74.8,71.7,192.0,0
0.0,53.0,90.8,74.1,75.0,0
17.0,44.0,71.2,77.4,120.0,0
9.0,45.0,75.4,63.6,193.0,0
12.0,0.0,73.5,60.5,30.0,0
0.0,21.0,85.1,52.8,14.0,0
8.0,41.0,62.8,65.2,76.0,0
22.0,9.0,10.6,81.6,186.0,1
7.0,0.0,62.8,54.8,34.0,0
0.0,18.0,76.9,70.4,119.0,0
46.0,52.0,87.2,82.8,140.0,0
11.0,55.0,87.4,68.9,112.0,0
17.0,18.0,72.7,100.0,80.0,0
38.0,8.0,11.2,2.3,75.0,1
9.0,54.0,78.1,77.1,66.0,0
13.0,74.0,93.6,57.0,15.0,0
0.0,73.0,78.7,82.7,181.0,0
37.0,9.0,13.6,30.6,170.0,1
36.0,2.0,14.3,58.7,168.0,1
4.0,44.0,75.4,74.6,110.0,0
36.0,10.0,9.1,72.9,68.0,1
1.0,40.0,83.4,77.9,10.0,0
0.0,15.0,65.8,86.7,144.0,0
0.0,77.0,80.7,68.9,143.0,0
0.0,55.0,85.3,47.7,177.0,0
6.0,64.0,83.6,81.2,90.0,0
53.0,2.0,10.1,68.8,134.0,1
26.0,35.0,89.9,77.6,84.0,0
47.0,0.0,12.1,24.2,191.0,1
0.0,62.0,73.7,62.2,21.0,0
6.0,60.0,78.6,75.0,117.0,0
12.0,51.0,83.0,64.5,137.0,0
14.0,92.0,76.8,58.6,19.0,0
13.0,33.0,92.3,85.7,133.0,0
11.0,38.0,83.0,61.3,192.0,0
7.0,50.0,80.8,71.8,194.0,0
12.0,34.0,82.6,60.7,24.0,0
0.0,40.0,87.3,95.7,30.0,0
0.0,68.0,82.4,81.3,99.0,0
23.0,31.0,61.9,59.1,189.0,0
6.0,32.0,90.9,74.1,90.0,0
28.0,17.0,8.2,48.0,100.0,1
0.0,16.0,86.8,75.6,143.0,0
18.0,43.0,75.9,64.7,20.0,0
15.0,42.0,61.7,63.9,171.0,0
0.0,59.0,57.2,96.2,153.0,0
3.0,63.0,70.6,60.6,199.0,0
8.0,41.0,85.2,58.4,88.0,0
0.0,43.0,93.0,46.6,155.0,0
10.0,44.0,83.0,70.2,27.0,0
14.0,38.0,69.5,54.7,65.0,0
9.0,73.0,72.2,100.0,34.0,0
44.0,1.0,12.8,45.6,126.0,1
0.0,73.0,66.9,62.5,193.0,0
5.0,26.0,100.0,100.0,156.0,0
22.0,23.0,5.7,67.7,134.0,1
4.0,48.0,100.0,46.6,144.0,0
4.0,60.0,83.8,74.2,191.0,0
0.0,3.0,76.6,77.6,141.0,0
12.0,81.0,83.6,59.2,157.0,0
11.0,55.0,89.1,83.2,60.0,0
10.0,86.0,73.5,52.6,128.0,0
9.0,69.0,69.0,48.3,140.0,0
4.0,0.0,77.2,88.2,32.0,0
1.0,78.0,72.3,82.5,143.0,0
0.0,49.0,92.4,100.0,95.0,0
18.0,59.0,73.8,72.3,196.0,0
6.0,57.0,81.0,97.3,55.0,0
28.0,0.0,15.4,10.6,100.0,1
6.0,36.0,92.8,91.1,40.0,0
36.0,17.0,21.3,50.5,21.0,1
25.0,18.0,21.8,35.3,103.0,1
7.0,46.0,69.8,47.0,192.0,0
2.0,76.0,90.2,77.2,69.0,0
0.0,18.0,92.6,76.8,177.0,0
10.0,41.0,61.3,71.5,191.0,0
5.0,71.0,97.6,88.4,164.0,0
0.0,27.0,73.0,57.0,15.0,0
16.0,3.0,85.9,72.0,147.0,0
28.0,1.0,17.4,69.9,15.0,1
0.0,35.0,79.4,98.3,60.0,0
17.0,82.0,77.9,85.5,128.0,0
14.0,28.0,70.1,63.2,190.0,0
3.0,39.0,85.2,74.5,27.0,0
0.0,46.0,77.1,71.3,191.0,0
0.0,69.0,66.9,54.1,115.0,0
3.0,64.0,69.6,97.7,151.0,0
45.0,17.0,19.0,81.6,164.0,1
16.0,58.0,74.8,100.0,106.0,0
7.0,68.0,84.9,74.4,33.0,0
11.0,9.0,72.9,92.6,158.0,0
4.0,37.0,89.8,74.4,23.0,0
0.0,19.0,78.8,78.6,36.0,0
0.0,29.0,77.1,67.7,190.0,0
9.0,59.0,80.2,47.0,183.0,0
13.0,19.0,94.0,99.0,173.0,0
2.0,96.0,66.3,64.8,188.0,0
16.0,59.0,96.6,95.9,56.0,0
3.0,32.0,89.6,100.0,196.0,0
7.0,42.0,79.8,64.1,101.0,0
4.0,17.0,91.8,61.3,28.0,0
16.0,13.0,76.8,65.2,39.0,0
10.0,37.0,82.9,45.3,143.0,0
6.0,74.0,74.6,79.2,169.0,0
7.0,14.0,89.7,93.4,84.0,0
0.0,72.0,72.9,59.8,46.0,0
0.0,41.0,79.5,81.0,51.0,0
2.0,50.0,86.8,70.6,167.0,0
4.0,47.0,90.5,70.7,165.0,0
30.0,3.0,9.4,58.8,57.0,1
5.0,69.0,87.5,79.0,18.0,0
2.0,40.0,70.2,64.4,30.0,0
0.0,56.0,58.5,74.2,86.0,0
10.0,74.0,72.5,65.0,50.0,0
8.0,63.0,88.3,75.9,96.0,0
13.0,36.0,79.9,60.2,112.0,0
19.0,10.0,11.0,77.3,26.0,1
15.0,23.0,80.6,68.7,178.0,0
2.0,85.0,80.2,55.2,159.0,0
6.0,52.0,86.2,70.8,17.0,0
8.0,14.0,63.9,72.9,93.0,0
11.0,27.0,79.0,66.6,37.0,0
9.0,42.0,81.2,49.8,166.0,0
10.0,75.0,66.3,72.0,115.0,0
8.0,41.0,66.2,76.4,46.0,0
4.0,58.0,76.4,80.3,27.0,0
13.0,29.0,80.1,89.2,70.0,0
0.0,59.0,80.1,81.5,76.0,0
1.0,74.0,74.4,78.9,67.0,0
19.0,62.0,74.0,82.5,81.0,0
1.0,0.0,76.0,65.5,35.0,0
86.0,6.0,19.4,23.3,102.0,1
17.0,22.0,92.4,72.8,64.0,0
5.0,60.0,57.8,71.1,146.0,0
0.0,47.0,86.2,55.3,156.0,0
16.0,83.0,78.9,80.6,56.0,0
4.0,38.0,85.3,79.0,34.0,0
4.0,47.0,91.9,85.2,72.0,0
0.0,42.0,72.4,53.2,35.0,0
5.0,61.0,89.4,84.8,92.0,0
11.0,24.0,67.5,71.3,186.0,0
3.0,23.0,81.3,60.6,84.0,0
0.0,33.0,77.6,67.1,173.0,0
2.0,58.0,80.5,61.7,146.0,0
1.0,68.0,70.1,78.9,175.0,0
4.0,43.0,84.4,67.5,18.0,0
48.0,14.0,18.7,31.5,144.0,1
19.0,56.0,70.3,67.0,38.0,0
8.0,44.0,81.9,72.1,125.0,0
0.0,43.0,88.6,56.9,36.0,0
7.0,62.0,77.0,43.9,175.0,0
39.0,9.0,9.1,46.5,111.0,1
16.0,67.0,75.7,74.6,120.0,0
5.0,71.0,78.8,100.0,26.0,0
5.0,90.0,70.1,72.9,69.0,0
21.0,30.0,81.3,73.5,24.0,0
0.0,60.0,80.0,69.6,173.0,0
12.0,77.0,86.4,82.4,158.0,0
7.0,66.0,73.6,75.4,129.0,0
13.0,23.0,14.0,50.7,196.0,1
1.0,27.0,84.6,58.1,172.0,0
35.0,4.0,13.3,27.7,16.0,1
10.0,54.0,86.3,75.5,176.0,0
11.0,52.0,98.5,76.2,42.0,0
13.0,45.0,85.6,75.5,34.0,0
9.0,78.0,85.2,63.1,106.0,0
9.0,10.0,11.4,60.5,129.0,1
0.0,41.0,94.9,90.9,181.0,0
18.0,65.0,92.4,76.8,108.0,0
8.0,49.0,69.2,82.5,105.0,0
7.0,64.0,88.0,88.1,27.0,0
20.0,75.0,82.7,43.0,82.0,0
0.0,72.0,78.1,74.7,48.0,0
0.0,7.0,62.3,90.5,169.0,0
0.0,56.0,64.6,55.2,79.0,0
2.0,78.0,76.4,56.8,156.0,0
7.0,29.0,65.4,56.4,21.0,0
17.0,89.0,76.6,50.8,162.0,0
13.0,59.0,87.1,82.3,129.0,0
0.0,66.0,74.2,76.5,54.0,0
36.0,7.0,11.7,16.2,156.0,1
3.0,15.0,69.3,46.1,133.0,0
16.0,67.0,83.0,60.7,133.0,0
10.0,56.0,85.1,89.7,44.0,0
6.0,35.0,65.8,55.8,99.0,0
4.0,81.0,72.5,47.1,96.0,0
0.0,3.0,67.3,70.9,48.0,0
0.0,32.0,85.1,54.7,169.0,0
5.0,77.0,81.6,98.1,125.0,0
37.0,3.0,17.0,67.0,161.0,1
19.0,33.0,78.7,66.8,191.0,0
7.0,29.0,83.2,67.0,115.0,0
23.0,41.0,83.4,63.5,67.0,0
3.0,54.0,75.0,65.0,156.0,0
1.0,37.0,73.6,100.0,119.0,0
11.0,45.0,79.4,86.8,22.0,0
23.0,19.0,17.2,41.9,75.0,1
14.0,40.0,100.0,75.6,167.0,0
18.0,38.0,76.2,61.1,118.0,0
15.0,22.0,82.9,87.4,160.0,0
17.0,47.0,84.7,21.7,194.0,0
28.0,8.0,15.6,37.7,150.0,1
2.0,27.0,71.9,55.6,68.0,0
15.0,54.0,93.4,85.0,37.0,0
43.0,11.0,11.8,43.7,50.0,1
1.0,49.0,100.0,44.9,50.0,0
2.0,57.0,83.6,69.3,93.0,0
5.0,70.0,67.7,70.7,51.0,0
15.0,47.0,78.0,92.9,150.0,0
7.0,67.0,93.4,74.9,139.0,0
6.0,0.0,80.8,70.0,29.0,0
5.0,32.0,79.4,71.4,63.0,0
3.0,24.0,87.2,36.2,28.0,0
47.0,22.0,11.8,54.2,35.0,1
12.0,62.0,77.9,40.9,127.0,0
0.0,21.0,70.6,100.0,116.0,0
52.0,19.0,21.5,40.9,52.0,1
52.0,11.0,19.8,38.5,77.0,1
